address,area,price
榕海花园-东渡,湖里,2800
信诚VBO-高新技术园,湖里,1650
书香佳缘-枋湖,湖里,1500
厦门万达广场-万达广场,湖里,1800
金林湾花园-万达广场,湖里,3300
湖里万达广场-万达广场,湖里,5999
湖里万达广场-万达广场,湖里,6000
万达SOHO-万达广场,湖里,3600
湖里万达广场写字楼-万达广场,湖里,5000
特房山水尚座-湖边水库片,湖里,2700
湖边花园-万达广场,湖里,3600
湖里万达广场写字楼-万达广场,湖里,4500
金林湾花园-五缘湾运动馆,湖里,4399
高林居住区南区-机场附近,湖里,3200
万科中心云玺-万达广场,湖里,5000
金林湾花园-五缘湾运动馆,湖里,3600
湖里万达广场写字楼-万达广场,湖里,8000
湖边花园-万达广场,湖里,2500
特房山水杰座-湖边水库片,湖里,1800
高林居住区北区-机场附近,湖里,3600
大唐世家G栋-大唐世家,湖里,2200
高林村高林社103号-万达广场,湖里,1000
高林村高林社103号-万达广场,湖里,800
双十中学-市政务中心,湖里,1200
富贵门花园-枋湖,湖里,1600
尚忠社-枋湖,湖里,600
金尚小区-金尚路,湖里,600
县后-机场附近,湖里,600
金尚小区-金尚路,湖里,600
湖里高新技术园-高新技术园,湖里,1600
安兜-安兜,湖里,1200
南山公寓-南山路,湖里,2200
殿前四组多套单间出租-殿前,湖里,面议
雪梨星光二期-大唐世家,湖里,2150
华永天地-台湾街,湖里,2700
SM旁带阳台、电梯50平米单身公寓拎包入住，家具家电齐全-乌石浦,湖里,2000
双鲤新城-安兜,湖里,2100
高林居住区-万达广场,湖里,1500
国宝新城-江头,湖里,1550
龙湖花园-枋湖,湖里,1150
湖里高新技术园-高新技术园,湖里,1600
安兜-安兜,湖里,600
尚忠社-枋湖,湖里,600
尚忠社-枋湖,湖里,550
安兜-安兜,湖里,600
湖里高新技术园-高新技术园,湖里,1600
湖里高新技术园-高新技术园,湖里,1600
机场-机场附近,湖里,1500
安兜-安兜,湖里,2200
安兜-县后,湖里,1200
SM摩登大厦-嘉禾路（湖里）,湖里,2000
康乐新村一期-南山路,湖里,2600
半山豪庭-南山路,湖里,3700
禹洲新村一期-南山路,湖里,3000
明园花园-湖里大道,湖里,2700
深汇大厦-海天路,湖里,5100
半山豪园-南山路,湖里,3600
源昌豪庭二期-南山路,湖里,5500
康乐新村一期-南山路,湖里,3300
华东花园-南山路,湖里,5000
源昌豪庭2期-南山路,湖里,3800
半山豪园-南山路,湖里,3200
欣华花园-湖里大道,湖里,1300
金盛大厦-台湾街,湖里,4000
湖湖里区台湾街金盛大厦3室2厅小三房-台湾街,湖里,3600
宝龙一城-吕岭路,湖里,600
大唐世家六期-大唐世家,湖里,700
海天路-海天路,湖里,2500
江头供销社大楼-江头,湖里,2500
康乐二期-仙洞路,湖里,2800
建发央玺-五缘湾,湖里,9000
板上社-金尚路,湖里,500
板上社-金尚路,湖里,2500
东渡商检二房拎包入住2800元-东渡,湖里,2800
大唐世家一期-大唐世家,湖里,2500
科瑞大厦-台湾街,湖里,5000
金尚首府小区-金尚路,湖里,1800
金山国际-金湖路,湖里,1600
东渡榕海花园五矿大厦六中自贸区-濠头,湖里,2600
大黄峰公寓-金尚路,湖里,1400
大黄峰公寓-金尚路,湖里,1400
大黄峰公寓-金尚路,湖里,1400
创业园，火炬园片区享趣青年公寓-火炬路,湖里,1688
金鼎社区-东渡,湖里,2000
太微山庄-金尚路,湖里,1000
太微山庄-金尚路,湖里,1100
凯悦新城-枋湖,湖里,2600
新景天湖广场-江头北路,湖里,1550
兴山花园-SM附近,湖里,800
金鹭花园-金山小区,湖里,3000
国际山庄-金山小区,湖里,15000
其他-万达广场,湖里,1500
特房山水尚座-万达广场,湖里,1300
新永成花园-枋湖,湖里,1600
嘉景花园-SM附近,湖里,1100
禹洲城上城-金湖路,湖里,1050
禹州城上城-枋湖,湖里,1050
金山小区-金山小区,湖里,2500
凯悦新城小两房-枋湖,湖里,2800
县后阳光公寓-县后,湖里,1500
新景天湖广场-江头北路,湖里,1550
兴山花园-SM附近,湖里,850
银龙公寓-祥店,湖里,3400
特房山水尚座-Null,湖里,1100
东晖广场-枋湖,湖里,2600
（免中介费）个人转租-SM精装单身公寓-家电齐全-加微信咨询18378227700-乌石浦,湖里,1400
金福缘新城，墩岭小区-高新技术园,湖里,3200
湖里世纪嘉园楼中楼一层-嘉园路,湖里,3200
湖里万达-万达广场,湖里,1350
金山国际-金山小区,湖里,11000
广兴新村-南山路,湖里,750
速家公寓 金山店-湖边水库片,湖里,1500
新景雅苑-江头北路,湖里,1000
东方巴黎广场-江头北路,湖里,4800
转租转租急急急急-县后,湖里,1100
兴隆新村-大唐世家,湖里,1200
金地凯悦-金山小区,湖里,3500
水晶森林-枋湖,湖里,1200
幸福家园-金山小区,湖里,2500
康乐新村-康乐,湖里,12000
西潘-金山小区,湖里,1500
豪峰大厦-江头,湖里,900
碧湖嘉园-枋湖,湖里,1300
古歌蔡塘de家-蔡塘,湖里,1500
怡景花园-嘉园路,湖里,3300
明发园-吕岭路,湖里,1000
科技村-大唐世家,湖里,700
碧湖嘉园-枋湖,湖里,800
其他-大唐世家,湖里,1000
金山小区-金山小区,湖里,1100
其他-县后,湖里,1350
国际山庄-金山小区,湖里,5600
保税区附近长乐村四期永乐阁-殿前,湖里,2500
南山新村（新）-康乐,湖里,2800
雪梨星光-大唐世家,湖里,2600
海发大厦-保税区,湖里,2300
禹洲高HOUSE尧洲新城-枋湖,湖里,4800
书香佳缘-枋湖,湖里,4800
碧湖嘉园-枋湖,湖里,3500
东晖广场-枋湖,湖里,2600
翔鹭花城一期-殿前,湖里,1000
华永天地-SM附近,湖里,2800
特房山水新座-湖边水库片,湖里,1400
兴山花园-SM附近,湖里,3800
金尚首府-金尚路,湖里,5000
金山国际-金山小区,湖里,4000
金山国际-金山小区,湖里,3200
金山国际-金山小区,湖里,2500
金山国际-金山小区,湖里,1600
金山国际-金山小区,湖里,3200
金山国际-金山小区,湖里,2500
金山国际-金山小区,湖里,2500
金山国际爱尚街-金山小区,湖里,2600
金山国际-金山小区,湖里,2500
金山国际-金山小区,湖里,2500
金山国际-金山小区,湖里,2500
金山国际-金山小区,湖里,4000
金山小区-后坑,湖里,3500
金山国际-金山小区,湖里,2500
金山小区-后坑,湖里,3500
金山花园-后坑,湖里,3800
金山国际爱尚街-金山小区,湖里,2600
金山国际-金山小区,湖里,2500
湖里康乐广兴新村-康乐,湖里,2500
双狮南里-东渡,湖里,3500
古歌华苑-蔡塘,湖里,1650
凯悦新城-金湖路,湖里,1600
福园公寓-SM附近,湖里,1500
金尚小区-金尚路,湖里,3100
特房山水杰座-万达广场,湖里,1250
金山城-金山小区,湖里,1500
山谷城市-金尚路,湖里,2300
裕兴花园-SM附近,湖里,2450
裕兴花园-SM附近,湖里,2450
特房山水尚座-湖边水库片,湖里,900
岭兜佳园-湖边水库片,湖里,2500
香山碧海晴空-湖边水库片,湖里,1300
湖里大唐世家五期-大唐世家,湖里,4200
雪梨星光三期-大唐世家,湖里,3200
大唐世家五期-大唐世家,湖里,4300
雪梨星光-大唐世家,湖里,3200
大唐世家三期-南山路,湖里,4100
湖里大唐世家八期-大唐世家,湖里,4500
湖里大唐世家二期-大唐世家,湖里,2300
雪梨星光-大唐世家,湖里,1800
雪梨星光单身公寓-大唐世家,湖里,1700
园山雅阁-大唐世家,湖里,2300
大唐世家七期-大唐世家,湖里,6000
湖里大唐世家-大唐世家,湖里,2300
大唐世家三期-大唐世家,湖里,4300
大唐世家三期-大唐世家,湖里,4100
大唐世家八期-大唐世家,湖里,4300
雪梨星光-大唐世家,湖里,1900
大唐世家三期-大唐世家,湖里,4300
大唐世家七期-大唐世家,湖里,4300
雪梨星光三期-大唐世家,湖里,1900
湖里大唐世家二期-大唐世家,湖里,2700
雪梨星光-大唐世家,湖里,2800
樱花山庄-大唐世家,湖里,2500
雪梨星光-大唐世家,湖里,2700
大唐世家G栋-大唐世家,湖里,2100
雪梨酒店公寓-火炬路,湖里,1400
大唐世家六期-大唐世家,湖里,5500
加州花园-大唐世家,湖里,2900
雪梨星光三期-大唐世家,湖里,1800
凯悦新城-枋湖,湖里,2600
首泰国际-高新技术园,湖里,2300
快乐天地-Null,湖里,1500
裕兴大厦-江头北路,湖里,2200
永建顶尚-枋湖,湖里,1900
裕兴花园-SM附近,湖里,2100
永建顶尚-枋湖,湖里,2100
裕兴大厦-江头北路,湖里,2200
裕兴大厦-江头北路,湖里,2200
裕兴大厦-江头北路,湖里,2200
裕兴大厦-江头北路,湖里,2200
裕兴大厦-江头北路,湖里,2600
裕兴大厦-江头北路,湖里,2450
裕兴花园-SM附近,湖里,1900
裕兴花园-SM附近,湖里,1900
裕兴花园-SM附近,湖里,2400
都市港湾-东渡,湖里,1000
裕兴大厦-江头北路,湖里,2200
裕兴大厦-江头北路,湖里,2200
永建顶尚-枋湖,湖里,1900
永建顶尚-枋湖,湖里,1900
裕兴花园-SM附近,湖里,2100
永建顶尚-枋湖,湖里,2100
裕兴大厦-江头北路,湖里,2400
裕兴花园-SM附近,湖里,1900
裕兴花园-SM附近,湖里,1900
裕兴花园-SM附近,湖里,1900
后坑社区-后坑,湖里,1350
宏益华府-高新技术园,湖里,1850
东渡和旭里金海花园附近-东渡,湖里,3800
桥东小区-东渡,湖里,950
雪梨星光-大唐世家,湖里,1400
欣华花园二期-华荣路,湖里,1100
欣华花园二期-华荣路,湖里,1100
雪梨星光一期-大唐世家,湖里,1188
湖里台湾街福洋花园-台湾街,湖里,1100
金尚路天宇花园-金尚路,湖里,1600
金尚路天宇花园-金尚路,湖里,1100
第二城幸福生活-祥店,湖里,6800
琴岛花园单生公寓转租-金山小区,湖里,800
万美花园-Null,湖里,1200
福洋花园-台湾街,湖里,1100
华永天地-台湾街,湖里,2700
万达SOHO-万达广场,湖里,2300
万达SOHO-万达广场,湖里,2300
万达广场SOHO公寓-湖边水库片,湖里,3100
书香佳缘-枋湖,湖里,800
湖里台湾街福洋花园-台湾街,湖里,1100
东晖广场-枋湖,湖里,2600
世茂湖滨首府-湖边水库片,湖里,1450
世茂湖滨首府-湖边水库片,湖里,900
都市港湾-东渡,湖里,1000
书香佳缘-枋湖,湖里,1000
书香佳缘-市政务中心,湖里,1000
书香佳缘-高新技术园,湖里,1000
兴山花园-SM附近,湖里,1400
蔡塘社区538号吉屋公寓-蔡塘,湖里,1500
尚忠社225号-枋湖,湖里,650
仙洞山庄-南山路,湖里,3000
古歌唐风公寓-县后,湖里,1458
和谐家园-江头,湖里,3300
古歌唐风公寓-高新技术园,湖里,1458
湖里枋湖-枋湖,湖里,1000
幸福家园-金山小区,湖里,1200
东晖广场-枋湖,湖里,2600
东晖广场-金湖路,湖里,1000
禹州香槟城-枋湖,湖里,1000
禹州香槟城-枋湖,湖里,1000
航空港温馨家园之新青年公寓258号-机场附近,湖里,1800
禹州高HOUS尧州新尧州新城-金尚路,湖里,1450
特房山水尚座-万达广场,湖里,2000
建邦大厦-江头,湖里,1950
建邦大厦-江头,湖里,2000
博士花园小区-江头,湖里,1100
博士花园小区-江头,湖里,2600
高林居住区-万达广场,湖里,2700
金彩花苑-吕岭路,湖里,1100
泰和花园-吕岭路,湖里,980
永升彩虹花园-吕岭路,湖里,750
殿前-殿前,湖里,400
殿前-殿前,湖里,400
殿前-殿前,湖里,400
禹州城上城-金尚路,湖里,1150
阳光公寓-高新技术园,湖里,650
南山新村-南山路,湖里,2400
古歌华苑-蔡塘,湖里,1350
海山路东荣社区-东渡,湖里,2200
裕兴花园-乌石浦,湖里,1900
裕兴花园-乌石浦,湖里,1900
永建顶尚-枋湖,湖里,2000
永建顶尚-枋湖,湖里,1900
裕兴大厦-江头,湖里,2100
裕兴大厦-江头,湖里,2300
裕兴花园-乌石浦,湖里,2100
裕兴花园-乌石浦,湖里,2100
天成花园-SM附近,湖里,3600
裕兴花园-SM附近,湖里,2000
裕兴花园-SM附近,湖里,2000
裕兴花园-SM附近,湖里,2500
裕兴花园-SM附近,湖里,2500
裕兴大厦-江头北路,湖里,2100
裕兴大厦-江头北路,湖里,2000
永建顶尚-枋湖,湖里,2000
建发中央天成-祥店,湖里,1800
建邦大厦-江头,湖里,2600
金山小区-金山小区,湖里,2500
金山小区-金山小区,湖里,3000
佳丽豪庭（佳丽花园三期）-华嘉路,湖里,1000
长乐村四期永乐阁-殿前,湖里,2500
雪梨星光单身公寓-大唐世家,湖里,1550
翔鹭花城-殿前,湖里,900
高林村-万达广场,湖里,950
雪梨星光-大唐世家,湖里,1450
蔡塘社区-蔡塘,湖里,880
蔡塘BRT酒店式公寓-蔡塘,湖里,1200
琴岛花园-金山小区,湖里,1050
古歌华苑-蔡塘,湖里,1550
湖里区大唐世家小东山社豪华单间出租-Null,湖里,630
湖里区大唐世家-Null,湖里,630
枋湖社-枋湖,湖里,1300
湖里大唐世家六期-大唐世家,湖里,3900
雪梨星光-大唐世家,湖里,3500
县后-县后,湖里,750
双鲤新城-枋钟路,湖里,1800
湖里区安兜社-安兜,湖里,800
县后-县后,湖里,750
县后-县后,湖里,1200
县后阳光公寓-县后,湖里,2700
兴隆新村-大唐世家,湖里,2300
兴隆新村-大唐世家,湖里,2300
下边社-五缘湾运动馆,湖里,2200
兴园雅苑-兴隆路,湖里,2600
东晖广场-枋湖,湖里,2600
寨上生活小区-长岸路,湖里,2000
悦馨庄园-兴湖路,湖里,2500
碧湖嘉园-枋湖,湖里,3300
康乐一期-康乐,湖里,2500
禹州城上城-枋湖,湖里,1150
水务集团宿舍-东渡,湖里,2150
凯悦新城-枋湖,湖里,1500
禹州城上城-金尚路,湖里,850
都市港湾-东渡,湖里,1050
湖里万达-万达广场,湖里,2500
世茂湖滨首府-万达广场,湖里,6400
东渡海洋研究所-东渡,湖里,1200
天成花园小区-SM附近,湖里,1000
金盛大厦-江头,湖里,1500
湖里南山小区-海天路,湖里,3000
蔡塘社-蔡塘,湖里,830
其他-金尚路,湖里,1800
永建顶尚-枋湖,湖里,1900
永建顶尚-枋湖,湖里,2000
裕兴大厦-SM附近,湖里,1950
裕兴花园-枋湖,湖里,2450
金山小区-金山小区,湖里,3000
湖里万达SOHO-万达广场,湖里,2500
尧州新尧州新城-机场附近,湖里,900
大唐世家一期-大唐世家,湖里,1400
高林居住区一里-万达广场,湖里,2850
东渡六中小城故事2房一厅拎包入住个人出租-东渡,湖里,3500
五华大厦五缘印象-高新技术园,湖里,2000
德辉花园-海天路,湖里,2800
湖里区忠仑公园忠仑社-金尚路,湖里,2000
享趣轻社区-火炬路,湖里,1688
融景湾-湖边水库片,湖里,1200
宏益华府-高新技术园,湖里,1399
宏益华府-县后,湖里,1399
宏益华府-高新技术园,湖里,1750
东苑邨-东渡,湖里,1100
金尚小区-金尚路,湖里,2900
金山小区-金山小区,湖里,3500
泰和花园-后埔,湖里,1450
凯悦新城-枋湖,湖里,1000
凯悦新城-枋湖,湖里,2500
国贸蓝海-机场附近,湖里,1300
湖里区金尚路后埔社区-后埔,湖里,550
湖里区安兜社-安兜,湖里,1588
个人出租枋湖车站附近城上城单间-枋湖,湖里,800
享趣青年公寓-安兜,湖里,1688
宏益华府-高新技术园,湖里,1650
宏益华府-高新技术园,湖里,1300
万科云玺-万达广场,湖里,1900
摩登大厦-嘉禾路（湖里）,湖里,3100
华永天地-台湾街,湖里,3300
金秋花园-金尚路,湖里,3000
高殿寨上综合大楼-兴湖路,湖里,2600
博士花园-祥店,湖里,2500
古歌华苑-蔡塘,湖里,1250
古歌华苑-蔡塘,湖里,1350
古歌华苑-蔡塘,湖里,1210
金山花园-金尚路,湖里,4000
书香佳缘-枋湖,湖里,3000
碧湖佳园-枋湖,湖里,4200
水晶苹果-金湖路,湖里,3600
书香佳缘-枋湖,湖里,3200
其他-海天路,湖里,2900
湖里万达-万达广场,湖里,750
特房五缘尚座-市政务中心,湖里,6900
万科云玺-万达广场,湖里,750
新景国际外滩-五缘湾,湖里,1350
高林居住区-万达广场,湖里,900
高林居住区-万达广场,湖里,650
万科云玺-万达广场,湖里,1600
湖里万达-万达广场,湖里,1600
湖里万达-万达广场,湖里,650
湖里万达-万达广场,湖里,900
特房五缘尚座-五缘湾,湖里,6800
融景湾-湖边水库片,湖里,3000
融景湾-湖边水库片,湖里,1300
特房五缘尚座-五缘湾,湖里,6900
永建顶尚-枋湖,湖里,1800
蔡塘社区-蔡塘,湖里,900
湖里万达SOHO-万达广场,湖里,2900
筼筜温莎公馆-后埔,湖里,4800
湖边花园B区-万达广场,湖里,1250
禹州城上城-后坑,湖里,950
禹州城上城-后坑,湖里,1000
禹州城上城-枋湖,湖里,950
圆山公寓小区-SM附近,湖里,1150
UONE天地-高新技术园,湖里,1488
莲花新城-Null,湖里,2300
金山小区-金山小区,湖里,1100
高林居住区一里-万达广场,湖里,1400
万华中心-钟宅,湖里,2400
园山小区-SM附近,湖里,2500
中福城-金尚路,湖里,400
联发新天地-祥店,湖里,1700
碧湖嘉园-枋湖,湖里,3300
其他-蔡塘,湖里,1000
双狮山小区-东渡,湖里,3600
华永天地商业广场-江头,湖里,1500
科技村-兴隆路,湖里,1500
享趣青年公寓-马垄,湖里,2222
享趣青年公寓-马垄,湖里,1299
香榭花都（金永昌家园）-湖里大道,湖里,3300
锦绣金山-金山小区,湖里,3000
宏益华府-高新技术园,湖里,1500
速家公寓上湖店-金山小区,湖里,1500
新景国际外滩-高新技术园,湖里,4800
蔡塘社&蔡塘村-蔡塘,湖里,2088
龙湖花园-枋湖,湖里,1800
金秋花园-金尚路,湖里,3500
新景华府国际-后埔,湖里,3800
华昌小区-华昌路,湖里,2700
UONE天地-枋湖,湖里,2588
园山小区-乌石浦,湖里,800
宏益华府-高新技术园,湖里,1598
铭爵山庄-华荣路,湖里,3000
永升彩虹花园-吕岭路,湖里,1000
宏益华府-高新技术园,湖里,1700
万科云玺-万达广场,湖里,2450
湖里高新技术产业园梅花大厦-高新技术园,湖里,1500
享趣青年公寓-安兜,湖里,1688
蔡塘悦舍-蔡塘,湖里,1600
天宇花园-后埔,湖里,600
国宝新城-江头,湖里,3800
阳光公寓二期-县后,湖里,1400
都市港湾-东渡,湖里,700
其他-蔡塘,湖里,1000
国宝新城-江头北路,湖里,4200
禹州香槟城-枋湖,湖里,1000
万达SOHO-万达广场,湖里,2500
水晶apple-枋湖,湖里,3500
天地花园-江头,湖里,2000
金山国际-金湖路,湖里,2500
蔡塘村-蔡塘,湖里,1750
湖里湖里大道怡景花园 1室0厅 30平米 简单装修(个人)-芙蓉苑,湖里,1400
雪梨星光-大唐世家,湖里,1550
泰和花园-吕岭路,湖里,3000
雪梨星光-大唐世家,湖里,2700
尚忠社-金尚路,湖里,2900
金秋花园-金尚路,湖里,3200
太微花园-金尚路,湖里,3200
金秋花园-金尚路,湖里,2900
金尚小区-蔡塘,湖里,3500
南泰苑-南山路,湖里,4300
金尚小区-蔡塘,湖里,3600
金秋花园-金尚路,湖里,3200
裕兴大厦-江头北路,湖里,2000
龙门天下-江头北路,湖里,1800
加州花园-大唐世家,湖里,3500
禹州城上城-金尚路,湖里,950
禹州城上城-枋湖,湖里,1200
禹州城上城-金尚路,湖里,950
商检-东渡,湖里,3080
凯悦新城-枋湖,湖里,1600
林后社-金尚路,湖里,720
第二城快乐天地-祥店,湖里,1100
水晶森林-高新技术园,湖里,800
第二城幸福生活-祥店,湖里,2800
苏公馆-蔡塘,湖里,1700
金山国际-金山小区,湖里,2500
唐庄-金尚路,湖里,13000
永建顶尚-枋湖,湖里,1800
其他-泥金社,湖里,800
大唐世家G栋、肯德基楼上40平、带电梯单身公寓-大唐世家,湖里,2200
大唐世家G栋、重新装修、肯德基楼上、塘边站旁、地铁口-大唐世家,湖里,2200
禹洲香槟城-金湖路,湖里,3300
创业园新天地-安兜,湖里,1670
枋湖社-枋湖,湖里,1320
国宝新城-江头,湖里,650
五华大厦五缘印象-高新技术园,湖里,2300
鑫湖花园（吉家家旁靠近湖里妇幼））-金尚路,湖里,1100
蔡塘悦舍-蔡塘,湖里,1600
新景天湖广场-江头,湖里,1200
古龙居住公园-枋湖,湖里,1650
湖里区华东花园-南山路,湖里,3400
力拓大厦-高新技术园,湖里,1700
国贸阳光三期-金尚路,湖里,5800
深汇大厦旁-海天路,湖里,1100
深汇大厦-海天路,湖里,600
深汇大厦旁自建房（海天路口永辉超市后面）-海天路,湖里,900
碧湖嘉园-枋湖,湖里,3500
马垅社-马垄,湖里,650
龙湖花园-枋湖,湖里,2000
凯悦新城-枋湖,湖里,1150
新景龙郡-枋湖,湖里,4500
凯悦新城-枋湖,湖里,2900
永建顶尚-枋湖,湖里,2500
凯悦新城-枋湖,湖里,3000
永建顶尚-枋湖,湖里,1700
金枋世家-安兜,湖里,3100
仙洞山庄-康乐,湖里,900
鑫伟厦公寓-蔡塘,湖里,1350
金枋世家-枋湖,湖里,1200
花城一期-翔鹭,湖里,1500
宏益华府-高新技术园,湖里,1650
长乐村三期-翔鹭,湖里,500
华永天地商业广场-江头,湖里,3000
金北花园-金尚路,湖里,1200
金山城-金山小区,湖里,1850
湖里大唐世家六期-大唐世家,湖里,5000
雪梨星光-大唐世家,湖里,1800
金枋世家二期-枋湖,湖里,3900
新景国际外滩-五缘湾,湖里,6500
水务宿舍(东渡)-东渡,湖里,2300
世茂湖滨首府B区-湖边水库片,湖里,7000
第二城快乐天地-祥店,湖里,4900
禹洲新村-南山路,湖里,1400
宝龙•御湖官邸-湖边水库片,湖里,7800
后埔社单间500起租免中介费押一付一-吕岭路,湖里,550
欣华花园-华荣路,湖里,1300
欣华花园-华荣路,湖里,600
欣华花园-华荣路,湖里,1300
翔鹭花城二期-保税区,湖里,1300
软件园西门附近蔡塘社区-蔡塘,湖里,1700
怡景花园-嘉园路,湖里,1100
金尚小区旁bian-蔡塘,湖里,600
其他-区政府,湖里,399
融景湾-后坑,湖里,1100
枋湖花园-枋湖,湖里,2500
金枋世家-安兜,湖里,3100
金枋世家-安兜,湖里,3400
金枋世家-安兜,湖里,3500
金枋世家-安兜,湖里,3500
金枋世家-安兜,湖里,3400
金枋至尊-枋湖,湖里,3900
凯悦新城-枋湖,湖里,2400
金枋世家-安兜,湖里,4000
金枋世家-安兜,湖里,2000
东晖广场-枋湖,湖里,2600
其他-殿前,湖里,3100
金枋至尊-枋湖,湖里,3300
金枋世家-安兜,湖里,3400
枋湖新村-枋湖,湖里,2400
金枋世家-安兜,湖里,2000
金枋世家-安兜,湖里,2700
金枋世家-安兜,湖里,2900
枋湖花园-枋湖,湖里,2500
金枋世家-安兜,湖里,4000
金枋世家-安兜,湖里,2900
凯悦新城-枋湖,湖里,3500
金枋世家-安兜,湖里,2900
龙湖花园-枋湖,湖里,2800
金枋世家-安兜,湖里,3400
金枋至尊-枋湖,湖里,3900
枋湖花园-枋湖,湖里,2000
金枋世家-安兜,湖里,2500
金枋世家-安兜,湖里,2400
金枋世家-安兜,湖里,2900
金枋世家-安兜,湖里,3500
金枋世家-安兜,湖里,3500
金枋世家-安兜,湖里,2500
金枋世家-安兜,湖里,2100
金枋世家-安兜,湖里,3500
龙湖花园-枋湖,湖里,3000
金枋世家-安兜,湖里,3100
金枋世家-安兜,湖里,2900
金枋世家-安兜,湖里,3100
金枋至尊-枋湖,湖里,3800
金枋至尊-枋湖,湖里,3800
龙湖花园-枋湖,湖里,4000
金枋世家-安兜,湖里,2400
金枋世家-安兜,湖里,2300
金枋世家-安兜,湖里,3100
金枋世家-安兜,湖里,2400
龙湖花园-枋湖,湖里,3500
金枋世家-安兜,湖里,2500
金枋至尊-枋湖,湖里,3700
枋湖花园-枋湖,湖里,2500
厦门华泰苑-海天路,湖里,1000
宏伟大厦-枋湖,湖里,1250
湖里万达特房山水新座-万达广场,湖里,1000
碧湖嘉园-金尚路,湖里,1000
德辉花园-海天路,湖里,1000
享趣青年公寓-马垄,湖里,1299
金山小区-金山小区,湖里,2000
金山小区-金山小区,湖里,2000
世贸湖滨首府-湖边水库片,湖里,1500
国贸阳光二期-殿前,湖里,5700
万华中心-五缘湾,湖里,2850
中港花园一期-SM附近,湖里,2000
坂上社-金尚路,湖里,650
坂上社-金尚路,湖里,350
特房山水尚座-湖边水库片,湖里,1300
特房山水尚座-湖边水库片,湖里,1600
万华中心-高新技术园,湖里,2850
禹州城上城-金尚路,湖里,900
禹州城上城-金尚路,湖里,1200
禹州城上城-金尚路,湖里,1000
太微花园-金尚路,湖里,1000
港务宿舍-东渡,湖里,2500
泰和大厦-吕岭路,湖里,2600
香榭花都（金永昌家园）-湖里大道,湖里,2300
枋湖工业小区-枋湖,湖里,1000
枋湖工业小区-枋湖,湖里,3000
恒丰花园-长岸路,湖里,4200
嘉诚花园-SM附近,湖里,900
怡景花园-嘉园路,湖里,1200
三航公寓-保税区,湖里,1250
特房山水杰座-湖边水库片,湖里,3000
国贸新天地-五缘湾,湖里,8000
祥店新村-江头,湖里,2700
龙潭花园-SM附近,湖里,2100
裕兴大厦-江头北路,湖里,2100
桃源大厦-江头北路,湖里,2600
龙潭花园-SM附近,湖里,2100
裕兴大厦-江头北路,湖里,2100
龙门天下-江头北路,湖里,1800
上湖社速家公寓-湖边水库片,湖里,1500
万科云玺-万达广场,湖里,5000
国贸新天地-五缘湾,湖里,8200
翔鹭花城三期-殿前,湖里,3800
新都国际-高新技术园,湖里,2500
其他-东渡,湖里,850
江头中环花园-江头,湖里,1600
禹州城上城-金湖路,湖里,1150
后埔社区-吕岭路,湖里,500
后埔社区-Null,湖里,700
禹州城上城-枋湖,湖里,1200
嘉隆公寓-SM附近,湖里,3000
马山安置小区-金山小区,湖里,3200
蔡塘大排档-蔡塘,湖里,1100
蔡塘大排档-蔡塘,湖里,900
蔡塘大排档-蔡塘,湖里,1200
江头花园-SM附近,湖里,1200
宝龙一城-湖边水库片,湖里,2500
怡景花园-嘉园路,湖里,1100
水晶森林-枋湖,湖里,1100
湖里大唐世家六期-大唐世家,湖里,3500
古龙公寓-华昌路,湖里,2300
湖里万达公寓-万达广场,湖里,1800
新景天湖广场-江头北路,湖里,1300
福隆国际-江头,湖里,3800
泰和花园-吕岭路,湖里,1250
禹州香槟城-枋湖,湖里,1100
金尚小区-后坑,湖里,2800
艾德花园二期-机场附近,湖里,2500
琴岛花园-金山小区,湖里,3300
万科云玺-万达广场,湖里,2650
其他-东渡,湖里,2600
禹洲香槟城-金尚路,湖里,1100
其他-万达广场,湖里,1200
信诚VBO-高新技术园,湖里,2400
其他-殿前,湖里,450
翔鹭花城三期-殿前,湖里,450
兴山花园-SM附近,湖里,900
金山小区-后坑,湖里,1050
特房山水尚座-万达广场,湖里,1700
世茂湖滨首府-湖边水库片,湖里,11000
雪梨星光-大唐世家,湖里,1600
太微山庄-金尚路,湖里,1050
大唐五缘yoho-五缘湾,湖里,2500
紫金家园北区-五缘湾运动馆,湖里,2500
建发湾区SOHO-枋湖,湖里,5800
第二城快乐天地-祥店,湖里,3800
1798创业大街-后坑,湖里,1500
凯悦新城-枋湖,湖里,2300
高林居住区一里-万达广场,湖里,1400
已出租！翔鹭花城一期-翔鹭,湖里,4500
时尚Party-台湾街,湖里,1100
（福龙公寓）-双浦路,湖里,3100
大洋雅苑-枋湖,湖里,1000
岭下小区-高新技术园,湖里,2200
湖里万科云玺-万达广场,湖里,5300
万华中心-高新技术园,湖里,2500
【万科云玺】【带办公家具】【免中介】领馆阳台转租-湖里大道,湖里,5100
加州花园-大唐世家,湖里,1500
特房山水新座-湖边水库片,湖里,5000
其他-万达广场,湖里,1800
高林居住区一里-万达广场,湖里,3000
金岭花园-吕岭路,湖里,3200
金彩花苑-吕岭路,湖里,3700
金彩花苑-吕岭路,湖里,4600
金彩花苑-吕岭路,湖里,2000
金彩花苑-吕岭路,湖里,1200
金彩花苑-吕岭路,湖里,2700
吕岭花园-双浦路,湖里,2500
